"","Cód Mun. (IBGE)","Município","UF","Região","População","Ano (população IBGE)","IDHM","IDHM (Renda)","IDHM (Educação)"
"2082","4102307","Balsa Nova","PR","Sul","13395","2022","0.696","0.707","0.579"
"2083","4102703","Barra do Jacaré","PR","Sul","2814","2022","0.744","0.678","0.747"
"2084","4102752","Bela Vista da Caroba","PR","Sul","4031","2022","0.681","0.667","0.572"
"2085","4103008","Boa Esperança","PR","Sul","4558","2022","0.72","0.687","0.673"
"2086","4103024","Boa Esperança do Iguaçu","PR","Sul","2455","2022","0.7","0.673","0.602"
"2087","4103040","Boa Ventura de São Roque","PR","Sul","6378","2022","0.655","0.635","0.553"
"2088","4103057","Boa Vista da Aparecida","PR","Sul","7924","2022","0.67","0.668","0.563"
"2089","4103156","Bom Jesus do Sul","PR","Sul","3980","2022","0.697","0.64","0.656"
"2090","4103206","Bom Sucesso","PR","Sul","6581","2022","0.686","0.692","0.57"
"2091","4103354","Braganey","PR","Sul","4854","2022","0.701","0.689","0.627"
"2092","4103370","Brasilândia do Sul","PR","Sul","3708","2022","0.681","0.68","0.572"
"2093","4103404","Cafeara","PR","Sul","2627","2022","0.693","0.683","0.602"
"2094","4103479","Cafezal do Sul","PR","Sul","4473","2022","0.692","0.686","0.611"
"2095","4103503","Califórnia","PR","Sul","8710","2022","0.722","0.718","0.638"
"2096","4104451","Cantagalo","PR","Sul","10933","2022","0.635","0.638","0.522"
"2097","4105102","Centenário do Sul","PR","Sul","10832","2022","0.668","0.686","0.549"
"2098","4105201","Cerro Azul","PR","Sul","16134","2022","0.573","0.604","0.391"
"2099","4105607","Cidade Gaúcha","PR","Sul","11467","2022","0.718","0.712","0.645"
"2100","4106100","Conselheiro Mairinck","PR","Sul","3461","2022","0.707","0.675","0.65"
"2101","4106555","Corumbataí do Sul","PR","Sul","3760","2022","0.638","0.632","0.52"
"2102","4106571","Cruzeiro do Iguaçu","PR","Sul","4133","2022","0.709","0.703","0.641"
"2103","4106704","Cruzeiro do Sul","PR","Sul","4494","2022","0.713","0.682","0.641"
"2104","4106852","Cruzmaltina","PR","Sul","2882","2022","0.666","0.65","0.593"
"2105","4107108","Diamante do Norte","PR","Sul","5142","2022","0.723","0.699","0.657"
"2106","4107124","Diamante do Sul","PR","Sul","3171","2022","0.608","0.605","0.479"
"2107","4107157","Diamante D'Oeste","PR","Sul","4557","2022","0.644","0.647","0.532"
"2108","4107306","Doutor Camargo","PR","Sul","6327","2022","0.746","0.704","0.702"
"2109","4107520","Esperança Nova","PR","Sul","1849","2022","0.689","0.69","0.594"
"2110","4107538","Entre Rios do Oeste","PR","Sul","4575","2022","0.761","0.778","0.686"
"2111","4107553","Farol","PR","Sul","3039","2022","0.715","0.671","0.665"
"2112","4107702","Fênix","PR","Sul","4492","2022","0.716","0.669","0.665"
"2113","4107736","Fernandes Pinheiro","PR","Sul","6255","2022","0.645","0.647","0.525"
"2114","4107751","Figueira","PR","Sul","8062","2022","0.677","0.68","0.569"
"2115","4107801","Floraí","PR","Sul","4792","2022","0.745","0.739","0.656"
"2116","4107850","Flor da Serra do Sul","PR","Sul","4364","2022","0.682","0.68","0.56"
"2117","4107900","Floresta","PR","Sul","10458","2022","0.736","0.707","0.691"
"2118","4108007","Florestópolis","PR","Sul","11446","2022","0.701","0.682","0.625"
"2119","4108106","Flórida","PR","Sul","2652","2022","0.732","0.707","0.679"
"2120","4108320","Francisco Alves","PR","Sul","8116","2022","0.669","0.669","0.57"
"2121","4108452","Foz do Jordão","PR","Sul","4926","2022","0.645","0.654","0.496"
"2122","4108700","Grandes Rios","PR","Sul","5641","2022","0.658","0.649","0.55"
"2123","4108908","Guairaçá","PR","Sul","6544","2022","0.693","0.698","0.574"
"2124","4109005","Guapirama","PR","Sul","4626","2022","0.702","0.666","0.645"
"2125","4109104","Guaporema","PR","Sul","2191","2022","0.719","0.686","0.671"
"2126","4109500","Guaraqueçaba","PR","Sul","7430","2022","0.587","0.587","0.434"
"2127","4109658","Honório Serpa","PR","Sul","4941","2022","0.683","0.645","0.612"
"2128","4109757","Ibema","PR","Sul","6218","2022","0.685","0.664","0.615"
"2129","4110052","Iguatu","PR","Sul","2144","2022","0.703","0.672","0.637"
"2130","4110300","Inajá","PR","Sul","2536","2022","0.705","0.676","0.641"
"2131","4110508","Ipiranga","PR","Sul","14142","2022","0.652","0.684","0.489"
"2132","4110656","Iracema do Oeste","PR","Sul","2343","2022","0.707","0.672","0.63"
"2133","4110805","Iretama","PR","Sul","10684","2022","0.665","0.696","0.521"
"2134","4110904","Itaguajé","PR","Sul","4481","2022","0.707","0.672","0.664"
"2135","4111001","Itambaracá","PR","Sul","5908","2022","0.694","0.664","0.639"
"2136","4111100","Itambé","PR","Sul","6111","2022","0.746","0.691","0.703"
"2137","4111308","Itaúna do Sul","PR","Sul","3572","2022","0.656","0.651","0.543"
"2138","4111555","Ivaté","PR","Sul","6831","2022","0.706","0.684","0.641"
"2139","4111605","Ivatuba","PR","Sul","2708","2022","0.766","0.718","0.748"
"2140","4111704","Jaboti","PR","Sul","5427","2022","0.718","0.699","0.64"
"2141","4111902","Jaguapitã","PR","Sul","15122","2022","0.715","0.714","0.615"
"2142","4112207","Janiópolis","PR","Sul","5870","2022","0.696","0.688","0.593"
"2143","4112306","Japira","PR","Sul","4972","2022","0.696","0.675","0.603"
"2144","4112405","Japurá","PR","Sul","9144","2022","0.712","0.698","0.623"
"2145","4112603","Jardim Olinda","PR","Sul","1343","2022","0.682","0.669","0.6"
"2146","4112900","Jundiaí do Sul","PR","Sul","3333","2022","0.688","0.66","0.605"
"2147","4113007","Jussara","PR","Sul","6690","2022","0.718","0.716","0.619"
"2148","4113106","Kaloré","PR","Sul","4582","2022","0.721","0.673","0.657"
"2149","4113254","Laranjal","PR","Sul","5600","2022","0.585","0.581","0.436"
"2150","4113429","Lidianópolis","PR","Sul","3938","2022","0.68","0.657","0.598"
"2151","4113452","Lindoeste","PR","Sul","5175","2022","0.666","0.652","0.588"
"2152","4113601","Lobato","PR","Sul","4601","2022","0.744","0.708","0.692"
"2153","4113759","Lunardelli","PR","Sul","4872","2022","0.69","0.655","0.607"
"2154","4113908","Mallet","PR","Sul","13428","2022","0.708","0.681","0.645"
"2155","4114351","Manfrinópolis","PR","Sul","2770","2022","0.645","0.642","0.52"
"2156","4114708","Maria Helena","PR","Sul","5865","2022","0.703","0.68","0.607"
"2157","4115002","Marilena","PR","Sul","7253","2022","0.681","0.651","0.585"
"2158","4115101","Mariluz","PR","Sul","9847","2022","0.639","0.653","0.504"
"2159","4115457","Marquinho","PR","Sul","4504","2022","0.614","0.615","0.463"
"2160","4115739","Mato Rico","PR","Sul","3267","2022","0.632","0.58","0.536"
"2161","4115754","Mauá da Serra","PR","Sul","9383","2022","0.652","0.661","0.529"
"2162","4115903","Mirador","PR","Sul","2238","2022","0.68","0.656","0.599"
"2163","4116000","Miraselva","PR","Sul","1966","2022","0.748","0.694","0.707"
"2164","4116307","Munhoz de Melo","PR","Sul","3951","2022","0.726","0.704","0.634"
"2165","4116406","Nossa Senhora das Graças","PR","Sul","3669","2022","0.709","0.679","0.631"
"2166","4116505","Nova Aliança do Ivaí","PR","Sul","1323","2022","0.717","0.673","0.691"
"2167","4116604","Nova América da Colina","PR","Sul","3280","2022","0.698","0.655","0.643"
"2168","4116950","Nova Esperança do Sudoeste","PR","Sul","5597","2022","0.714","0.714","0.633"
"2169","4117008","Nova Fátima","PR","Sul","7225","2022","0.688","0.681","0.584"
"2170","4117057","Nova Laranjeiras","PR","Sul","12074","2022","0.642","0.614","0.517"
"2171","4117206","Nova Olímpia","PR","Sul","5833","2022","0.71","0.699","0.631"
"2172","4117214","Nova Santa Bárbara","PR","Sul","4184","2022","0.68","0.668","0.588"
"2173","4117271","Nova Tebas","PR","Sul","6848","2022","0.651","0.632","0.553"
"2174","4117297","Novo Itacolomi","PR","Sul","3125","2022","0.71","0.681","0.633"
"2175","4117404","Ourizona","PR","Sul","3187","2022","0.72","0.721","0.644"
"2176","4117453","Ouro Verde do Oeste","PR","Sul","6785","2022","0.709","0.688","0.634"
"2177","4118105","Paranacity","PR","Sul","9557","2022","0.717","0.689","0.638"
"2178","4118303","Paranapoema","PR","Sul","2398","2022","0.709","0.68","0.629"
"2179","4118600","Paula Freitas","PR","Sul","5666","2022","0.717","0.699","0.622"
"2180","4118709","Paulo Frontin","PR","Sul","6343","2022","0.708","0.688","0.639"
"2181","4118857","Perobal","PR","Sul","7189","2022","0.713","0.684","0.638"
"2182","4119202","Pinhalão","PR","Sul","6566","2022","0.697","0.679","0.601"
"2183","4119251","Pinhal de São Bento","PR","Sul","2761","2022","0.695","0.669","0.626"
"2184","4119657","Pitangueiras","PR","Sul","3046","2022","0.71","0.67","0.634"
"2185","4119707","Planaltina do Paraná","PR","Sul","4070","2022","0.705","0.682","0.646"
"2186","4120002","Porecatu","PR","Sul","11624","2022","0.738","0.728","0.661"
"2187","4120101","Porto Amazonas","PR","Sul","4098","2022","0.7","0.708","0.595"
"2188","4120150","Porto Barreiro","PR","Sul","3110","2022","0.688","0.676","0.588"
"2189","4120200","Porto Rico","PR","Sul","3182","2022","0.735","0.691","0.68"
"2190","4120309","Porto Vitória","PR","Sul","3562","2022","0.685","0.674","0.6"
"2191","4120333","Prado Ferreira","PR","Sul","3709","2022","0.71","0.707","0.593"
"2192","4120408","Presidente Castelo Branco","PR","Sul","4336","2022","0.713","0.695","0.608"
"2193","4120804","Quatro Barras","PR","Sul","24191","2022","0.742","0.74","0.665"
"2194","4120853","Quatro Pontes","PR","Sul","4480","2022","0.791","0.79","0.748"
"2195","4121000","Querência do Norte","PR","Sul","10685","2022","0.688","0.667","0.604"
"2196","4121257","Ramilândia","PR","Sul","4221","2022","0.63","0.639","0.489"
"2197","4121307","Rancho Alegre","PR","Sul","3512","2022","0.707","0.691","0.633"
"2198","4121356","Rancho Alegre D'Oeste","PR","Sul","2618","2022","0.704","0.673","0.625"
"2199","4121604","Renascença","PR","Sul","6841","2022","0.733","0.746","0.63"
"2200","4121802","Ribeirão Claro","PR","Sul","12364","2022","0.716","0.704","0.627"
"2201","4122107","Rio Bom","PR","Sul","3197","2022","0.729","0.672","0.681"
"2202","4122156","Rio Bonito do Iguaçu","PR","Sul","13929","2022","0.629","0.631","0.498"
"2203","4122172","Rio Branco do Ivaí","PR","Sul","3808","2022","0.64","0.624","0.537"
"2204","4122651","Rosário do Ivaí","PR","Sul","5435","2022","0.662","0.638","0.577"
"2205","4122909","Salto do Itararé","PR","Sul","5192","2022","0.704","0.661","0.631"
"2206","4123105","Santa Amélia","PR","Sul","3394","2022","0.653","0.655","0.526"
"2207","4123204","Santa Cecília do Pavão","PR","Sul","3365","2022","0.723","0.681","0.661"
"2208","4123303","Santa Cruz de Monte Castelo","PR","Sul","8613","2022","0.71","0.681","0.633"
"2209","4123402","Santa Fé","PR","Sul","11378","2022","0.705","0.721","0.601"
"2210","4123600","Santa Inês","PR","Sul","1748","2022","0.717","0.675","0.659"
"2211","4123824","Santa Lúcia","PR","Sul","3644","2022","0.687","0.688","0.592"
"2212","4123956","Santa Mônica","PR","Sul","3356","2022","0.704","0.698","0.63"
"2213","4124004","Santana do Itararé","PR","Sul","5514","2022","0.687","0.654","0.585"
"2214","4124202","Santo Antônio do Caiuá","PR","Sul","2493","2022","0.696","0.65","0.632"
"2215","4124301","Santo Antônio do Paraíso","PR","Sul","2125","2022","0.716","0.683","0.662"
"2216","4124509","Santo Inácio","PR","Sul","6181","2022","0.739","0.746","0.641"
"2217","4124608","São Carlos do Ivaí","PR","Sul","6587","2022","0.682","0.703","0.547"
"2218","4124905","São João do Caiuá","PR","Sul","5586","2022","0.664","0.678","0.551"
"2219","4125100","São João do Triunfo","PR","Sul","13726","2022","0.629","0.655","0.475"
"2220","4125308","São Jorge do Ivaí","PR","Sul","5168","2022","0.743","0.727","0.696"
"2221","4125357","São Jorge do Patrocínio","PR","Sul","6504","2022","0.676","0.702","0.543"
"2222","4125407","São José da Boa Vista","PR","Sul","6040","2022","0.671","0.651","0.594"
"2223","4125456","São José das Palmeiras","PR","Sul","3870","2022","0.713","0.686","0.627"
"2224","4125555","São Manoel do Paraná","PR","Sul","2138","2022","0.725","0.721","0.64"
"2225","4125753","São Pedro do Iguaçu","PR","Sul","5784","2022","0.683","0.687","0.581"
"2226","4125803","São Pedro do Ivaí","PR","Sul","8690","2022","0.717","0.702","0.627"
"2227","4125902","São Pedro do Paraná","PR","Sul","2661","2022","0.704","0.678","0.616"
"2228","4126009","São Sebastião da Amoreira","PR","Sul","8063","2022","0.715","0.689","0.651"
"2229","4126108","São Tomé","PR","Sul","5232","2022","0.725","0.707","0.66"
"2230","4126207","Sapopema","PR","Sul","6695","2022","0.655","0.695","0.509"
"2231","4126306","Sengés","PR","Sul","17270","2022","0.663","0.658","0.546"
"2232","4126652","Sulina","PR","Sul","3440","2022","0.693","0.684","0.57"
"2233","4126678","Tamarana","PR","Sul","10707","2022","0.621","0.628","0.46"
"2234","4126702","Tamboara","PR","Sul","4880","2022","0.731","0.679","0.674"
"2235","4126801","Tapejara","PR","Sul","15869","2022","0.703","0.694","0.612"
"2236","4126900","Tapira","PR","Sul","5745","2022","0.697","0.689","0.619"
"2237","4127007","Teixeira Soares","PR","Sul","9547","2022","0.671","0.676","0.544"
"2238","4127601","Tijucas do Sul","PR","Sul","17606","2022","0.636","0.679","0.479"
"2239","4127809","Tomazina","PR","Sul","8426","2022","0.699","0.661","0.622"
"2240","4127882","Tunas do Paraná","PR","Sul","6219","2022","0.611","0.641","0.444"
"2241","4127908","Tuneiras do Oeste","PR","Sul","8067","2022","0.695","0.662","0.629"
"2242","4127957","Tupãssi","PR","Sul","8077","2022","0.73","0.721","0.649"
"2243","4128302","Uniflor","PR","Sul","2136","2022","0.72","0.69","0.655"
"2244","4128534","Ventania","PR","Sul","9681","2022","0.65","0.633","0.543"
"2245","4128559","Vera Cruz do Oeste","PR","Sul","8215","2022","0.699","0.702","0.601"
"2246","4128633","Doutor Ulysses","PR","Sul","5697","2022","0.546","0.57","0.362"
"2247","4128658","Virmond","PR","Sul","3811","2022","0.722","0.708","0.628"
"2248","4128708","Vitorino","PR","Sul","9706","2022","0.702","0.728","0.582"
"2249","4128807","Xambrê","PR","Sul","5798","2022","0.706","0.703","0.606"
"2250","4200051","Abdon Batista","SC","Sul","2598","2022","0.694","0.66","0.625"
"2251","4200408","Água Doce","SC","Sul","6508","2022","0.698","0.724","0.574"
"2252","4200606","Águas Mornas","SC","Sul","6743","2022","0.723","0.731","0.606"
"2253","4200754","Alto Bela Vista","SC","Sul","1856","2022","0.755","0.734","0.664"
"2254","4200804","Anchieta","SC","Sul","5943","2022","0.699","0.703","0.608"
"2255","4201109","Anitápolis","SC","Sul","3593","2022","0.674","0.699","0.524"
"2256","4201208","Antônio Carlos","SC","Sul","11224","2022","0.749","0.768","0.615"
"2257","4201604","Arroio Trinta","SC","Sul","3556","2022","0.764","0.781","0.653"
"2258","4201653","Arvoredo","SC","Sul","2510","2022","0.715","0.713","0.61"
"2259","4201802","Atalanta","SC","Sul","3227","2022","0.733","0.736","0.668"
"2260","4201901","Aurora","SC","Sul","6780","2022","0.733","0.748","0.606"
"2261","4202081","Bandeirante","SC","Sul","3144","2022","0.672","0.675","0.565"
"2262","4202099","Barra Bonita","SC","Sul","1668","2022","0.701","0.692","0.599"
"2263","4202131","Bela Vista do Toldo","SC","Sul","5872","2022","0.675","0.624","0.598"
"2264","4202156","Belmonte","SC","Sul","2658","2022","0.705","0.699","0.611"
"2265","4202206","Benedito Novo","SC","Sul","10520","2022","0.74","0.723","0.645"
"2266","4202438","Bocaina do Sul","SC","Sul","3515","2022","0.647","0.642","0.549"
"2267","4202503","Bom Jardim da Serra","SC","Sul","4026","2022","0.696","0.71","0.568"
"2268","4202602","Bom Retiro","SC","Sul","8418","2022","0.699","0.704","0.559"
"2269","4202701","Botuverá","SC","Sul","5363","2022","0.724","0.741","0.604"
"2270","4202859","Braço do Trombudo","SC","Sul","4026","2022","0.78","0.766","0.702"
"2271","4202875","Brunópolis","SC","Sul","2489","2022","0.661","0.646","0.545"
"2272","4203154","Calmon","SC","Sul","3443","2022","0.622","0.618","0.5"
"2273","4203253","Capão Alto","SC","Sul","2625","2022","0.654","0.68","0.516"
"2274","4203303","Campo Alegre","SC","Sul","12501","2022","0.714","0.677","0.636"
"2275","4204103","Caxambu do Sul","SC","Sul","4614","2022","0.691","0.725","0.523"
"2276","4204194","Chapadão do Lageado","SC","Sul","2950","2022","0.704","0.68","0.616"
"2277","4204459","Coronel Martins","SC","Sul","2065","2022","0.696","0.678","0.609"
"2278","4204756","Cunhataí","SC","Sul","1968","2022","0.754","0.777","0.623"
"2279","4205159","Doutor Pedrinho","SC","Sul","3637","2022","0.716","0.714","0.609"
"2280","4205175","Entre Rios","SC","Sul","3402","2022","0.657","0.638","0.55"
"2281","4205191","Ermo","SC","Sul","2269","2022","0.726","0.708","0.67"
"2282","4205209","Erval Velho","SC","Sul","4885","2022","0.723","0.736","0.592"
"2283","4205357","Flor do Sertão","SC","Sul","1783","2022","0.708","0.736","0.608"
"2284","4205555","Frei Rogério","SC","Sul","2411","2022","0.682","0.664","0.588"
"2285","4206108","Grão-Pará","SC","Sul","6277","2022","0.736","0.749","0.63"
"2286","4206207","Gravatal","SC","Sul","12435","2022","0.757","0.726","0.681"
"2287","4206603","Guarujá do Sul","SC","Sul","4829","2022","0.73","0.732","0.639"
"2288","4206652","Guatambú","SC","Sul","8425","2022","0.717","0.716","0.626"
"2289","4206751","Ibiam","SC","Sul","2008","2022","0.725","0.737","0.631"
"2290","4206801","Ibicaré","SC","Sul","3269","2022","0.708","0.734","0.586"
"2291","4207106","Ilhota","SC","Sul","17046","2022","0.738","0.75","0.607"
"2292","4207403","Imbuia","SC","Sul","5982","2022","0.713","0.716","0.602"
"2293","4207577","Iomerê","SC","Sul","2877","2022","0.795","0.754","0.749"
"2294","4207601","Ipira","SC","Sul","4578","2022","0.736","0.724","0.657"
"2295","4207684","Ipuaçu","SC","Sul","7501","2022","0.66","0.674","0.54"
"2296","4207759","Iraceminha","SC","Sul","3986","2022","0.722","0.71","0.628"
"2297","4207858","Irati","SC","Sul","2069","2022","0.707","0.694","0.609"
"2298","4208609","Jaborá","SC","Sul","4310","2022","0.732","0.746","0.657"
"2299","4208955","Jardinópolis","SC","Sul","1776","2022","0.709","0.708","0.611"
"2300","4209151","José Boiteux","SC","Sul","5985","2022","0.694","0.689","0.578"
"2301","4209177","Jupiá","SC","Sul","2546","2022","0.719","0.708","0.61"
"2302","4209201","Lacerdópolis","SC","Sul","2248","2022","0.781","0.763","0.708"
"2303","4209458","Lajeado Grande","SC","Sul","1702","2022","0.771","0.75","0.712"
"2304","4209508","Laurentino","SC","Sul","7932","2022","0.749","0.742","0.662"
"2305","4209805","Leoberto Leal","SC","Sul","3330","2022","0.686","0.74","0.533"
"2306","4210001","Luiz Alves","SC","Sul","11684","2022","0.737","0.766","0.6"
"2307","4210035","Luzerna","SC","Sul","5794","2022","0.789","0.781","0.718"
"2308","4210050","Macieira","SC","Sul","1778","2022","0.662","0.675","0.533"
"2309","4210209","Major Gercino","SC","Sul","3214","2022","0.698","0.738","0.563"
"2310","4210407","Maracajá","SC","Sul","7815","2022","0.768","0.752","0.699"
"2311","4210555","Marema","SC","Sul","2184","2022","0.743","0.748","0.636"
"2312","4210605","Massaranduba","SC","Sul","17162","2022","0.774","0.749","0.714"
"2313","4210704","Matos Costa","SC","Sul","2761","2022","0.657","0.63","0.541"
"2314","4210803","Meleiro","SC","Sul","7006","2022","0.738","0.734","0.679"
"2315","4210852","Mirim Doce","SC","Sul","2498","2022","0.708","0.683","0.633"
"2316","4211108","Monte Castelo","SC","Sul","7736","2022","0.675","0.641","0.581"
"2317","4211256","Morro Grande","SC","Sul","3010","2022","0.701","0.742","0.548"
"2318","4211454","Nova Itaberaba","SC","Sul","4536","2022","0.736","0.753","0.605"
"2319","4211652","Novo Horizonte","SC","Sul","2650","2022","0.706","0.7","0.594"
"2320","4211801","Ouro","SC","Sul","7032","2022","0.774","0.774","0.677"
"2321","4211850","Ouro Verde","SC","Sul","2181","2022","0.695","0.696","0.611"
"2322","4211876","Paial","SC","Sul","1927","2022","0.718","0.705","0.62"
"2323","4211892","Painel","SC","Sul","2215","2022","0.664","0.668","0.543"
"2324","4212239","Paraíso","SC","Sul","4267","2022","0.7","0.728","0.565"
"2325","4212304","Paulo Lopes","SC","Sul","9066","2022","0.716","0.707","0.6"
"2326","4212403","Pedras Grandes","SC","Sul","4245","2022","0.728","0.715","0.621"
"2327","4212601","Peritiba","SC","Sul","2992","2022","0.766","0.762","0.669"
"2328","4212700","Petrolândia","SC","Sul","6716","2022","0.716","0.74","0.618"
"2329","4213005","Pinheiro Preto","SC","Sul","3473","2022","0.777","0.762","0.712"
"2330","4213153","Planalto Alegre","SC","Sul","2946","2022","0.751","0.731","0.659"
"2331","4213351","Ponte Alta do Norte","SC","Sul","3210","2022","0.689","0.661","0.605"
"2332","4213906","Presidente Castello Branco","SC","Sul","1689","2022","0.77","0.813","0.637"
"2333","4214102","Presidente Nereu","SC","Sul","2301","2022","0.737","0.765","0.609"
"2334","4214151","Princesa","SC","Sul","2964","2022","0.706","0.701","0.611"
"2335","4214300","Rancho Queimado","SC","Sul","3279","2022","0.753","0.743","0.644"
"2336","4214409","Rio das Antas","SC","Sul","6253","2022","0.697","0.727","0.569"
"2337","4214607","Rio do Oeste","SC","Sul","7747","2022","0.754","0.769","0.625"
"2338","4214904","Rio Fortuna","SC","Sul","4847","2022","0.806","0.848","0.727"
"2339","4215059","Rio Rufino","SC","Sul","2397","2022","0.653","0.652","0.53"
"2340","4215075","Riqueza","SC","Sul","4768","2022","0.714","0.702","0.624"
"2341","4215208","Romelândia","SC","Sul","4823","2022","0.692","0.738","0.561"
"2342","4215307","Salete","SC","Sul","7489","2022","0.744","0.737","0.695"
"2343","4215356","Saltinho","SC","Sul","3632","2022","0.654","0.639","0.551"
"2344","4215406","Salto Veloso","SC","Sul","4390","2022","0.784","0.778","0.705"
"2345","4215554","Santa Helena","SC","Sul","2425","2022","0.727","0.705","0.653"
"2346","4215604","Santa Rosa de Lima","SC","Sul","2088","2022","0.757","0.726","0.71"
"2347","4215653","Santa Rosa do Sul","SC","Sul","9792","2022","0.705","0.702","0.618"
"2348","4215679","Santa Terezinha","SC","Sul","8066","2022","0.669","0.637","0.575"
"2349","4215687","Santa Terezinha do Progresso","SC","Sul","2576","2022","0.682","0.686","0.585"
"2350","4215695","Santiago do Sul","SC","Sul","1651","2022","0.728","0.731","0.652"
"2351","4215752","São Bernardino","SC","Sul","2684","2022","0.677","0.653","0.577"
"2352","4215901","São Bonifácio","SC","Sul","2946","2022","0.731","0.729","0.622"
"2353","4216057","São Cristóvão do Sul","SC","Sul","6084","2022","0.665","0.667","0.543"
"2354","4216354","São João do Itaperiú","SC","Sul","4463","2022","0.738","0.714","0.645"
"2355","4216800","São José do Cerrito","SC","Sul","8708","2022","0.636","0.618","0.503"
"2356","4217105","São Martinho","SC","Sul","3405","2022","0.742","0.754","0.654"
"2357","4217154","São Miguel da Boa Vista","SC","Sul","1781","2022","0.71","0.733","0.615"
"2358","4217253","São Pedro de Alcântara","SC","Sul","5776","2022","0.734","0.757","0.618"
"2359","4217758","Sul Brasil","SC","Sul","2832","2022","0.707","0.713","0.595"
"2360","4217956","Tigrinhos","SC","Sul","2329","2022","0.717","0.688","0.633"
"2361","4218251","Timbó Grande","SC","Sul","7342","2022","0.659","0.634","0.565"
"2362","4218350","Treviso","SC","Sul","3689","2022","0.774","0.737","0.714"
"2363","4218608","Trombudo Central","SC","Sul","7274","2022","0.775","0.76","0.696"
"2364","4218756","Tunápolis","SC","Sul","4916","2022","0.752","0.728","0.704"
"2365","4218855","União do Oeste","SC","Sul","2774","2022","0.705","0.703","0.606"
"2366","4218954","Urupema","SC","Sul","2656","2022","0.699","0.667","0.622"
"2367","4219101","Vargeão","SC","Sul","3634","2022","0.686","0.708","0.551"
"2368","4219150","Vargem","SC","Sul","2627","2022","0.629","0.636","0.495"
"2369","4219176","Vargem Bonita","SC","Sul","4576","2022","0.718","0.705","0.656"
"2370","4219408","Witmarsum","SC","Sul","4255","2022","0.71","0.739","0.557"
"2371","4219853","Zortéa","SC","Sul","3930","2022","0.761","0.752","0.661"
"2372","4300034","Aceguá","RS","Sul","4170","2022","0.687","0.703","0.541"
"2373","4300059","Água Santa","RS","Sul","3912","2022","0.75","0.84","0.59"
"2374","4300208","Ajuricaba","RS","Sul","6720","2022","0.753","0.763","0.658"
"2375","4300307","Alecrim","RS","Sul","6123","2022","0.672","0.683","0.522"
"2376","4300455","Alegria","RS","Sul","3651","2022","0.695","0.717","0.572"
"2377","4300554","Alto Alegre","RS","Sul","1800","2022","0.747","0.756","0.642"
"2378","4300570","Alto Feliz","RS","Sul","3072","2022","0.734","0.74","0.603"
"2379","4300661","André da Rocha","RS","Sul","1135","2022","0.72","0.738","0.605"
"2380","4300851","Arambaré","RS","Sul","4112","2022","0.691","0.694","0.57"
"2381","4301057","Arroio do Sal","RS","Sul","11057","2022","0.74","0.74","0.649"
"2382","4301107","Arroio dos Ratos","RS","Sul","14601","2022","0.698","0.7","0.583"
"2383","4301206","Arroio do Tigre","RS","Sul","12058","2022","0.707","0.708","0.589"
"2384","4301503","Augusto Pestana","RS","Sul","7149","2022","0.743","0.779","0.621"
"2385","4301552","Áurea","RS","Sul","3396","2022","0.707","0.715","0.588"
"2386","4301750","Barão do Triunfo","RS","Sul","5889","2022","0.61","0.645","0.428"
"2387","4301800","Barracão","RS","Sul","4831","2022","0.71","0.711","0.568"
"2388","4301925","Barra do Rio Azul","RS","Sul","1696","2022","0.723","0.703","0.638"
"2389","4302055","Benjamin Constant do Sul","RS","Sul","2082","2022","0.619","0.601","0.492"
"2390","4302220","Boa Vista do Cadeado","RS","Sul","2229","2022","0.703","0.692","0.59"
"2391","4302253","Boa Vista do Sul","RS","Sul","2779","2022","0.728","0.77","0.587"
"2392","4302378","Bom Progresso","RS","Sul","2096","2022","0.723","0.7","0.643"
"2393","4302402","Bom Retiro do Sul","RS","Sul","12294","2022","0.739","0.725","0.649"
"2394","4302501","Bossoroca","RS","Sul","5890","2022","0.692","0.665","0.608"
"2395","4302584","Bozano","RS","Sul","2151","2022","0.745","0.773","0.628"
"2396","4302600","Braga","RS","Sul","3268","2022","0.674","0.656","0.563"
"2397","4302659","Brochier","RS","Sul","4966","2022","0.699","0.723","0.554"
"2398","4303301","Caibaté","RS","Sul","4704","2022","0.719","0.709","0.611"
"2399","4303400","Caiçara","RS","Sul","4836","2022","0.699","0.721","0.58"
"2400","4303558","Camargo","RS","Sul","2981","2022","0.736","0.762","0.612"
"2401","4303673","Campestre da Serra","RS","Sul","3242","2022","0.706","0.713","0.557"
"2402","4304101","Campos Borges","RS","Sul","3613","2022","0.708","0.704","0.616"
"2403","4304309","Cândido Godói","RS","Sul","6294","2022","0.728","0.72","0.627"
"2404","4304614","Canudos do Vale","RS","Sul","1656","2022","0.713","0.751","0.574"
"2405","4304622","Capão Bonito do Sul","RS","Sul","1733","2022","0.637","0.654","0.507"
"2406","4304663","Capão do Leão","RS","Sul","26487","2022","0.637","0.662","0.48"
"2407","4304697","Capitão","RS","Sul","2917","2022","0.746","0.747","0.661"
"2408","4304713","Caraá","RS","Sul","7360","2022","0.652","0.661","0.505"
"2409","4304853","Carlos Gomes","RS","Sul","1368","2022","0.739","0.732","0.622"
"2410","4304952","Caseiros","RS","Sul","3000","2022","0.703","0.696","0.6"
"2411","4305116","Centenário","RS","Sul","2721","2022","0.701","0.707","0.569"
